Unsorted,Run Time,Comparisons,Swaps
,0.001977,942112,16110
,0.002067,942112,16110
,0.002065,942112,16110
,0.002036,942112,16110
,0.002015,942112,16110
,0.002044,942112,16110
,0.002065,942112,16110
,0.001928,942112,16110
,0.001933,942112,16110
,0.001918,942112,16110
Average,0.00200479989871,942112,16110

Sorted,2e-06,998,0
,2e-06,998,0
,2e-06,998,0
,2e-06,998,0
,2e-06,998,0
,3e-06,998,0
,2e-06,998,0
,2e-06,998,0
,2e-06,998,0
,2e-06,998,0
Average,2.10000007428e-06,998,0
